"","RecordType","Latitude","Longitude","ZIP","VIN","MAKE","MODEL","BODY","YEAR","SELLER","CITY","COUNTYNUM","WGT","STATE","MON","NewUsed","RecodedType","Geography","NewZips","CarCount","Dealer"
"72881","CarSale",37.33,-121.84,95122,"1G1JC6SB3C4217917","CHEV","SONIC LT","5D",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201511,"Used",2,0,95122,1,NA
"73162","CarSale",37.33,-121.78,95148,"2HGFG3B52FH511313","HOND","CIVIC LX","CP",2015,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201503,"New",1,0,95148,1,NA
"73241","CarSale",37.33,-121.78,95148,"19XFB2F99FE230836","HOND","CIVIC EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201503,"New",1,0,95148,1,NA
"73256","CarSale",37.33,-121.78,95148,"1HGCR2F80FA109333","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201503,"New",1,0,95148,1,NA
"73268","CarSale",37.33,-121.78,95148,"5FNYF4H57CB046522","HOND","PILOT EXL","UT",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201503,"Used",2,0,95148,1,NA
"73273","CarSale",37.33,-121.78,95148,"1HGCR2F58FA117007","HOND","ACCORD SPRT","4D",2015,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201504,"New",1,0,95148,1,NA
"74100","CarSale",37.33,-120.75,95334,"2HGFB2F51FH522936","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","LIVINGSTON",47,"P","CA",201503,"New",1,0,95334,1,NA
"74145","CarSale",37.33,-120.75,95334,"1HGCR2F54GA078076","HOND","ACCORD SPRT","4D",2016,"AUTONATION HONDA ROSEVILLE","LIVINGSTON",47,"P","CA",201512,"New",1,0,95334,1,NA
"74259","CarSale",37.33,-120.75,95334,"1HGCR2F56GA017862","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","LIVINGSTON",47,"P","CA",201510,"New",1,0,95334,1,NA
"74913","CarSale",37.35,-122.04,94087,"19XFB2F56EE212533","HOND","CIVIC LX","4D",2014,"AUTONATION HONDA ROSEVILLE","SUNNYVALE",85,"P","CA",201508,"Used",2,0,94087,1,NA
"75228","CarSale",37.35,-121.98,95051,"JHLRM3H72CC008847","HOND","CR-V EX-L","UT",2012,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201512,"Used",2,0,95051,1,NA
"75249","CarSale",37.35,-121.98,95051,"YV4902BZ1D1165633","VOLV","XC70 T6","UT",2013,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201508,"Used",2,0,95051,1,NA
"75254","CarSale",37.35,-121.98,95051,"19XFB4F3XFE200624","HOND","CIVIC HYBRI","4D",2015,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201503,"New",1,0,95051,1,NA
"75264","CarSale",37.35,-121.98,95051,"1HGCR2F7XDA259292","HOND","ACCORD EX","4D",2013,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201510,"Used",2,0,95051,1,NA
"75389","CarSale",37.35,-121.98,95051,"WDDGF4HB7ER316739","MERZ","C250","CP",2014,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201509,"Used",2,0,95051,1,NA
"75394","CarSale",37.35,-121.98,95055,"WDDGF4HB7EG243593","MERZ","C250","CP",2014,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201510,"Used",2,0,95055,1,NA
"75803","CarSale",37.35,-121.95,95050,"5FNYF3H29DB013443","HOND","PILOT LX","UT",2013,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201509,"Used",2,0,95050,1,NA
"75952","CarSale",37.35,-121.91,95110,"WMWZP3C50CT250737","MINI","COOPER S","CV",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201508,"Used",2,0,95110,1,NA
"75980","CarSale",37.35,-121.91,95110,"5FPYK1F7XDB016311","HOND","RIDGELINE","PU",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201504,"Used",2,0,95110,1,NA
"76564","CarSale",37.35,-121.89,95112,"3HGGK5H87FM711413","HOND","FIT EX-L","5D",2015,"ELK GROVE HONDA","SAN JOSE",85,"P","CA",201509,"Used",2,0,95112,1,NA
"76582","CarSale",37.35,-121.89,95112,"WDDGF4HB8DA780300","MERZ","C250","CP",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201510,"Used",2,0,95112,1,NA
"76600","CarSale",37.35,-121.89,95112,"19XFB2F87DE227406","HOND","CIVIC EX","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201511,"Used",2,0,95112,1,NA
"76601","CarSale",37.35,-121.89,95112,"5YFBURHE1EP101028","TOYT","COROLLA","4D",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201511,"Used",2,0,95112,1,NA
"76614","CarSale",37.35,-121.89,95112,"5NPEB4AC3BH125855","HYUN","SONATA GLS","4D",2011,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201512,"Used",2,0,95112,1,NA
"76780","CarSale",37.35,-121.89,95112,"1FADP3K25EL219836","FORD","FOCUS SE","5D",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201510,"Used",2,0,95112,1,NA
"76840","CarSale",37.35,-121.85,95116,"1C4RJEAG5CC177112","JEP","LAREDO 4x2","UT",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201505,"Used",2,0,95116,1,NA
"76858","CarSale",37.35,-121.85,95116,"4T1BF1FKXDU207771","TOYT","CAMRY","4D",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201505,"Used",2,0,95116,1,NA
"76863","CarSale",37.35,-121.85,95116,"5J6RM4H58FL076960","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201507,"New",1,0,95116,1,NA
"77365","CarSale",37.36,-121.78,95127,"5J6RM3H53EL030686","HOND","CR-V EX","UT",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201505,"Used",2,0,95127,1,NA
"77366","CarSale",37.36,-121.78,95127,"YV4952CY8B1596734","VOLV","XC90","UT",2011,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201505,"Used",2,0,95127,1,NA
"77380","CarSale",37.36,-121.78,95127,"2C4RC1BG1ER295704","CHRY","TOWN & COUN","VN",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201508,"Used",2,0,95127,1,NA
"77391","CarSale",37.36,-121.78,95127,"WDDGF4HB7DA811813","MERZ","C250","CP",2013,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201510,"Used",2,0,95127,1,NA
"77406","CarSale",37.36,-121.78,95127,"JM3KE2CY6E0322678","MAZD","CX-5 TOU FW","UT",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201512,"Used",2,0,95127,1,NA
"78704","CarSale",37.36,-120.53,95348,"2HGFB2F97FH527111","HOND","CIVIC EX-L","4D",2015,"ELK GROVE HONDA","MERCED",47,"P","CA",201505,"New",1,0,95348,1,NA
"78897","CarSale",37.37,-122.02,94086,"1FADP3K20EL242344","FORD","FOCUS SE","5D",2014,"AUTONATION HONDA ROSEVILLE","SUNNYVALE",85,"P","CA",201508,"Used",2,0,94086,1,NA
"78901","CarSale",37.37,-122.02,94086,"1HGCP2F63CA161166","HOND","ACCORD SE","4D",2012,"AUTONATION HONDA ROSEVILLE","SUNNYVALE",85,"P","CA",201509,"Used",2,0,94086,1,NA
"79120","CarSale",37.37,-121.86,95133,"1HGCP2F46CA224257","HOND","ACCORD LX-P","4D",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201509,"Used",2,0,95133,1,NA
"79122","CarSale",37.37,-121.86,95133,"19XFB2F52CE383020","HOND","CIVIC LX","4D",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201511,"Used",2,0,95133,1,NA
"79196","CarSale",37.37,-121.86,95133,"KNDPB3A2XB7118142","KIA","SPORTAGE","UT",2011,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201511,"Used",2,0,95133,1,NA
"79268","CarSale",37.38,-122.21,94028,"1HGCP2F84CA052720","HOND","ACCORD EX-L","4D",2012,"AUTONATION HONDA ROSEVILLE","PORTOLA VALLY",81,"P","CA",201506,"Used",2,0,94028,1,NA
"79388","CarSale",37.38,-122.09,94040,"19XFB2F50CE342918","HOND","CIVIC LX","4D",2012,"AUTONATION HONDA ROSEVILLE","MOUNTAIN VIEW",85,"P","CA",201509,"Used",2,0,94040,1,NA
"79389","CarSale",37.38,-122.09,94040,"1D7RB1GK8BS567827","RAM","1500 4x2 QU","PU",2011,"AUTONATION HONDA ROSEVILLE","MOUNTAIN VIEW",85,"P","CA",201509,"Used",2,0,94040,1,NA
"79873","CarSale",37.39,-122.08,94041,"JHMGE8H31CS009004","HOND","FIT","5D",2012,"ELK GROVE HONDA","MOUNTAIN VIEW",85,"P","CA",201509,"Used",2,0,94041,1,NA
"80225","CarSale",37.39,-121.97,95054,"1FAHP3FN5AW112316","FORD","FOCUS SE","4D",2010,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201501,"Used",2,0,95054,1,NA
"80252","CarSale",37.39,-121.97,95054,"5FNRL5H40CB132636","HOND","ODYSSEY EX","VN",2012,"AUTONATION HONDA ROSEVILLE","SANTA CLARA",85,"P","CA",201512,"Used",2,0,95054,1,NA
"80582","CarSale",37.39,-121.89,95131,"1HGCP2F60CA194187","HOND","ACCORD SE","4D",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201509,"Used",2,0,95131,1,NA
"83078","CarSale",37.39,-120.4,95340,"1HGCR2F83FA052156","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","MERCED",47,"P","CA",201501,"New",1,0,95340,1,NA
"83170","CarSale",37.39,-120.4,95340,"5FNYF3H52CB019612","HOND","PILOT EXL","UT",2012,"AUTONATION HONDA ROSEVILLE","MERCED",47,"P","CA",201502,"Used",2,0,95340,1,NA
"91105","CarSale",37.41,-121.22,95363,"19XFB2F59DE282588","HOND","CIVIC LX","4D",2013,"AUTONATION HONDA ROSEVILLE","PATTERSON",99,"","CA",201507,"Used",2,1,95363,1,NA
"91684","CarSale",37.41,-121.22,95363,"1HGCR2F89FA146610","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","PATTERSON",99,"","CA",201511,"New",1,1,95363,1,NA
"94493","CarSale",37.42,-122.07,94043,"1HGCR2F87GA065638","HOND","ACCORD EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","MOUNTAIN VIEW",85,"P","CA",201512,"New",1,0,94043,1,NA
"94792","CarSale",37.42,-121.8,95132,"3CZRU5H30GM713246","HOND","HR-V LX","UT",2016,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201510,"New",1,0,95132,1,NA
"94793","CarSale",37.42,-121.8,95132,"1FMCU0GX9EUC23444","FORD","ESCAPE SE","UT",2014,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201510,"Used",2,0,95132,1,NA
"95650","CarSale",37.42,-120.77,95315,"5FNYF3H90FB008311","HOND","PILOT TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","DELHI",47,"P","CA",201501,"New",1,0,95315,1,NA
"96185","CarSale",37.43,-122.02,94089,"2T3YF4DV2CW135074","TOYT","RAV4","UT",2012,"AUTONATION HONDA ROSEVILLE","SUNNYVALE",85,"P","CA",201509,"Used",2,0,94089,1,NA
"96250","CarSale",37.43,-122.02,94089,"WBA3B9C53EF588464","BMW","328i","4D",2014,"AUTONATION HONDA ROSEVILLE","SUNNYVALE",85,"P","CA",201507,"Used",2,0,94089,1,NA
"96277","CarSale",37.43,-122.02,94089,"1N4AL3AP2DC295749","NISS","ALTIMA 2.5","4D",2013,"AUTONATION HONDA ROSEVILLE","SUNNYVALE",85,"P","CA",201504,"Used",2,0,94089,1,NA
"96423","CarSale",37.43,-121.94,95134,"5TDYK3EH7CS082484","TOYT","HIGHLANDER","UT",2012,"AUTONATION HONDA ROSEVILLE","SAN JOSE",85,"P","CA",201511,"Used",2,0,95134,1,NA
"97088","CarSale",37.44,-121.98,95002,"2HKRM4H56FH665628","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","ALVISO",85,"P","CA",201508,"New",1,0,95002,1,NA
"97993","CarSale",37.45,-122.18,94025,"5NPEB4AC0EH881700","HYUN","SONATA GLS","4D",2014,"AUTONATION HONDA ROSEVILLE","MENLO PARK",81,"P","CA",201507,"Used",2,0,94025,1,NA
"98056","CarSale",37.45,-122.18,94025,"5FNYF6H53GB032215","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","MENLO PARK",81,"P","CA",201511,"New",1,0,94025,1,NA
"98319","CarSale",37.45,-122.12,94303,"19UUA9F70EA001708","ACUR","TL SH-AWD","4D",2014,"AUTONATION HONDA ROSEVILLE","PALO ALTO",81,"P","CA",201504,"Used",2,0,94303,1,NA
"98365","CarSale",37.45,-122.12,94303,"2HGFG3B56FH519978","HOND","CIVIC LX","CP",2015,"AUTONATION HONDA ROSEVILLE","PALO ALTO",81,"P","CA",201512,"New",1,0,94303,1,NA
"98447","CarSale",37.45,-122.12,94303,"WBA3C1C58EK110465","BMW","328i","4D",2014,"AUTONATION HONDA ROSEVILLE","PALO ALTO",81,"P","CA",201506,"Used",2,0,94303,1,NA
"98987","CarSale",37.45,-121.81,95035,"5FNRL5H41FB050354","HOND","ODYSSEY EX","VN",2015,"AUTONATION HONDA ROSEVILLE","MILPITAS",85,"P","CA",201505,"New",1,0,95035,1,NA
"98999","CarSale",37.45,-121.81,95035,"1HGCR6F50FA005017","HOND","ACCORD HYBR","4D",2015,"AUTONATION HONDA ROSEVILLE","MILPITAS",85,"P","CA",201501,"New",1,0,95035,1,NA
"99008","CarSale",37.45,-121.81,95035,"5J8TB4H57EL013074","ACUR","RDX TECH","UT",2014,"AUTONATION HONDA ROSEVILLE","MILPITAS",85,"P","CA",201510,"Used",2,0,95035,1,NA
"99026","CarSale",37.45,-121.81,95035,"2T2GK31U09C079938","LEXU","RX 350","UT",2009,"AUTONATION HONDA ROSEVILLE","MILPITAS",85,"P","CA",201504,"Used",2,0,95035,1,NA
"99208","CarSale",37.46,-122.24,94061,"1HGCR2F55EA187630","HOND","ACCORD SPRT","4D",2014,"AUTONATION HONDA ROSEVILLE","REDWOOD CITY",81,"P","CA",201504,"Used",2,0,94061,1,NA
"99296","CarSale",37.46,-122.24,94061,"1HGCP2F89BA042411","HOND","ACCORD EX-L","4D",2011,"AUTONATION HONDA ROSEVILLE","REDWOOD CITY",81,"P","CA",201506,"Used",2,0,94061,1,NA
"99335","CarSale",37.46,-122.24,94061,"2T3DK4DV9BW055716","TOYT","RAV4","UT",2011,"AUTONATION HONDA ROSEVILLE","REDWOOD CITY",81,"P","CA",201506,"Used",2,0,94061,1,NA
"99397","CarSale",37.47,-122.42,94019,"5J6TF3H38CL002250","HOND","CROSS TOUR","UT",2012,"AUTONATION HONDA ROSEVILLE","HALF MOON BAY",81,"P","CA",201506,"Used",2,0,94019,1,NA
"99486","CarSale",37.47,-122.42,94019,"3CZRU6H5XGM708305","HOND","HR-V EX","UT",2016,"AUTONATION HONDA ROSEVILLE","HALF MOON BAY",81,"P","CA",201506,"New",1,0,94019,1,NA
"107203","CarSale",37.47,-120.87,95380,"5FNRL5H47FB091037","HOND","ODYSSEY EX","VN",2015,"FOLSOM LAKE HONDA","TURLOCK",99,"","CA",201506,"New",1,1,95380,1,NA
"108665","CarSale",37.47,-120.87,95380,"1HGCR6F73FA008141","HOND","ACCORD HYBR","4D",2015,"FOLSOM LAKE HONDA","TURLOCK",99,"","CA",201504,"New",1,1,95380,1,NA
"108786","CarSale",37.47,-120.87,95380,"5FNYF4H5XFB066283","HOND","PILOT EXL","UT",2015,"AUTONATION HONDA ROSEVILLE","TURLOCK",99,"","CA",201505,"New",1,1,95380,1,NA
"109772","CarSale",37.47,-120.87,95380,"5FNYF6H86GB014415","HOND","PILOT EXL","UT",2016,"ELK GROVE HONDA","TURLOCK",99,"","CA",201508,"New",1,1,95380,1,NA
"109962","CarSale",37.47,-120.87,95380,"1HGCR2F58FA247093","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","TURLOCK",99,"","CA",201509,"New",1,1,95380,1,NA
"110602","CarSale",37.47,-120.87,95380,"1HGCR2F60GA030471","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","TURLOCK",99,"","CA",201512,"New",1,1,95380,1,NA
"113251","CarSale",37.5,-122.26,94070,"2HGFB2F50FH522734","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","SAN CARLOS",81,"P","CA",201502,"New",1,0,94070,1,NA
"113288","CarSale",37.5,-122.26,94070,"JA32U2FU4AU007979","MITS","LANCER ES","4D",2010,"AUTONATION HONDA ROSEVILLE","SAN CARLOS",81,"P","CA",201508,"Used",2,0,94070,1,NA
"113309","CarSale",37.5,-122.26,94070,"1FADP3F20EL302746","FORD","FOCUS SE","4D",2014,"AUTONATION HONDA ROSEVILLE","SAN CARLOS",81,"P","CA",201512,"Used",2,0,94070,1,NA
"114244","CarSale",37.5,-121.97,94538,"3VWAZ7AJ6AM118379","VOLK","JETTA LTD","4D",2010,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201507,"Used",2,0,94538,1,NA
"114271","CarSale",37.5,-121.97,94538,"WBASN4C56AC209507","BMW","550i GT","4D",2010,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201509,"Used",2,0,94538,1,NA
"115284","CarSale",37.51,-122.3,94002,"1HGCR2F7XGA012584","HOND","ACCORD EX","4D",2016,"AUTONATION HONDA ROSEVILLE","BELMONT",81,"P","CA",201510,"New",1,0,94002,1,NA
"115296","CarSale",37.51,-122.3,94002,"WMWSU3C58CT540122","MINI","COOPER","3D",2012,"AUTONATION HONDA ROSEVILLE","BELMONT",81,"P","CA",201512,"Used",2,0,94002,1,NA
"115608","CarSale",37.51,-122.05,94560,"1HGCR2F52FA142825","HOND","ACCORD SPRT","4D",2015,"AUTONATION HONDA ROSEVILLE","NEWARK",1,"P","CA",201505,"New",1,0,94560,1,NA
"115681","CarSale",37.51,-122.05,94560,"1FADP3F25EL133274","FORD","FOCUS SE","4D",2014,"AUTONATION HONDA ROSEVILLE","NEWARK",1,"P","CA",201507,"Used",2,0,94560,1,NA
"115682","CarSale",37.51,-122.05,94560,"JF1VA1D66F9813277","SUBA","WRX","4D",2015,"AUTONATION HONDA ROSEVILLE","NEWARK",1,"P","CA",201507,"Used",2,0,94560,1,NA
"115689","CarSale",37.51,-122.05,94560,"3LNHL2GCXCR803047","LINC","MKZ FWD","4D",2012,"AUTONATION HONDA ROSEVILLE","NEWARK",1,"P","CA",201508,"Used",2,0,94560,1,NA
"116123","CarSale",37.52,-121.91,94539,"JF2SJADC6FH436203","SUBA","FORESTER","UT",2015,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201504,"Used",2,0,94539,1,NA
"116148","CarSale",37.52,-121.91,94539,"5TDYK3EH9CS068652","TOYT","HIGHLANDER","UT",2012,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201511,"Used",2,0,94539,1,NA
"116736","CarSale",37.53,-122.24,94065,"1C3CCBAB2EN210601","CHRY","200 LX","4D",2014,"AUTONATION HONDA ROSEVILLE","REDWOOD CITY",81,"P","CA",201512,"Used",2,0,94065,1,NA
"116776","CarSale",37.53,-122.24,94065,"5FNYF6H98GB026381","HOND","PILOT TOUR","UT",2016,"AUTONATION HONDA ROSEVILLE","REDWOOD CITY",81,"P","CA",201510,"New",1,0,94065,1,NA
"127632","CarSale",37.53,-120.85,95382,"1HGCT1B80FA008357","HOND","ACCORD EX-L","CP",2015,"ELK GROVE HONDA","TURLOCK",99,"","CA",201505,"New",1,1,95382,1,NA
"127633","CarSale",37.53,-120.85,95382,"1HGCR2F59FA139839","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","TURLOCK",99,"","CA",201505,"New",1,1,95382,1,NA
"127742","CarSale",37.53,-120.85,95382,"5FNRL5H44FB061106","HOND","ODYSSEY EX","VN",2015,"ELK GROVE HONDA","TURLOCK",99,"","CA",201506,"New",1,1,95382,1,NA
"128423","CarSale",37.53,-120.85,95382,"5FNYF4H74FB068922","HOND","PILOT EXLN","UT",2015,"AUTONATION HONDA ROSEVILLE","TURLOCK",99,"","CA",201507,"New",1,1,95382,1,NA
"128556","CarSale",37.53,-120.85,95382,"JTEDA41A592005513","TOYT","HIGHLANDER","UT",2009,"AUTONATION HONDA ROSEVILLE","TURLOCK",99,"","CA",201507,"Used",2,1,95382,1,NA
"128708","CarSale",37.53,-120.85,95382,"1HGCR2F80FA216186","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","TURLOCK",99,"","CA",201508,"New",1,1,95382,1,NA
"129644","CarSale",37.53,-120.85,95382,"5FNYF6H02GB034851","HOND","PILOT ELITE","UT",2016,"AUTONATION HONDA ROSEVILLE","TURLOCK",99,"","CA",201512,"New",1,1,95382,1,NA
"132499","CarSale",37.54,-122.31,94403,"1HGCP2F73CA036645","HOND","ACCORD EX","4D",2012,"ELK GROVE HONDA","SAN MATEO",81,"P","CA",201503,"Used",2,0,94403,1,NA
"132521","CarSale",37.54,-122.31,94403,"5J6TF3H58CL003626","HOND","CROSS TOUR","UT",2012,"AUTONATION HONDA ROSEVILLE","SAN MATEO",81,"P","CA",201508,"Used",2,0,94403,1,NA
"132539","CarSale",37.54,-122.31,94403,"2C4RDGDG6CR110976","DODG","GR CARAVAN","VN",2012,"AUTONATION HONDA ROSEVILLE","SAN MATEO",81,"P","CA",201512,"Used",2,0,94403,1,NA
"132607","CarSale",37.54,-122.31,94403,"19XFB2F54EE219125","HOND","CIVIC LX","4D",2014,"AUTONATION HONDA ROSEVILLE","SAN MATEO",81,"P","CA",201508,"Used",2,0,94403,1,NA
"133435","CarSale",37.55,-122.33,94402,"19XFB2F52FE256918","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","SAN MATEO",81,"P","CA",201512,"New",1,0,94402,1,NA
"133436","CarSale",37.55,-122.33,94402,"5FNYF6H54GB036810","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SAN MATEO",81,"P","CA",201512,"New",1,0,94402,1,NA
"142659","CarSale",37.55,-120.96,95307,"1HGCR2F71FA046394","HOND","ACCORD EX","4D",2015,"AUTONATION HONDA ROSEVILLE","CERES",99,"","CA",201502,"New",1,1,95307,1,NA
"142815","CarSale",37.55,-120.96,95307,"1HGCR2F73FA037695","HOND","ACCORD EX","4D",2015,"FOLSOM LAKE HONDA","CERES",99,"","CA",201504,"New",1,1,95307,1,NA
"144032","CarSale",37.55,-120.96,95307,"1HGCR2F54FA234888","HOND","ACCORD SPRT","4D",2015,"ELK GROVE HONDA","CERES",99,"","CA",201508,"New",1,1,95307,1,NA
"145035","CarSale",37.55,-120.96,95307,"4T1BF1FK1CU502515","TOYT","CAMRY","4D",2012,"AUTONATION HONDA ROSEVILLE","CERES",99,"","CA",201512,"Used",2,1,95307,1,NA
"149257","CarSale",37.55,-120.72,95316,"1HGCR2F84FA149270","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","DENAIR",99,"","CA",201512,"New",1,1,95316,1,NA
"151196","CarSale",37.56,-122.38,94010,"JHMGK5H55GX008374","HOND","FIT LX","5D",2016,"AUTONATION HONDA ROSEVILLE","BURLINGAME",81,"P","CA",201512,"New",1,0,94010,1,NA
"151202","CarSale",37.56,-122.38,94010,"1FTFW1ET2CKD97625","FORD","F150 4x4 SC","PU",2012,"AUTONATION HONDA ROSEVILLE","BURLINGAME",81,"P","CA",201512,"Used",2,0,94010,1,NA
"151340","CarSale",37.56,-122.38,94010,"19XFB2F54DE253855","HOND","CIVIC LX","4D",2013,"AUTONATION HONDA ROSEVILLE","BURLINGAME",81,"P","CA",201509,"Used",2,0,94010,1,NA
"151699","CarSale",37.56,-122.27,94404,"2HKRM4H31EH726574","HOND","CR-V LX","UT",2014,"AUTONATION HONDA ROSEVILLE","SAN MATEO",81,"P","CA",201508,"Used",2,0,94404,1,NA
"151893","CarSale",37.56,-122.08,94555,"5J6RM3H91FL018721","HOND","CR-V TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201509,"New",1,0,94555,1,NA
"151934","CarSale",37.56,-122.08,94555,"3HGGK5G56FM764191","HOND","FIT LX","5D",2015,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201509,"New",1,0,94555,1,NA
"153853","CarSale",37.58,-121.99,94536,"2GNFLEEK0D6432651","CHEV","EQUINOX 1LT","UT",2013,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201505,"Used",2,0,94536,1,NA
"153854","CarSale",37.58,-121.99,94536,"JTHKD5BH7D2162360","LEXU","CT 200H","4D",2013,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201505,"Used",2,0,94536,1,NA
"153897","CarSale",37.58,-121.99,94536,"1HGCR2E73GA011228","HOND","ACCORD EX","4D",2016,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201511,"New",1,0,94536,1,NA
"154029","CarSale",37.58,-121.99,94536,"1HGCR3F90FA018514","HOND","ACCORD TOUR","4D",2015,"AUTONATION HONDA ROSEVILLE","FREMONT",1,"P","CA",201509,"Used",2,0,94536,1,NA
"158492","CarSale",37.58,-121.41,95304,"1HGCR2F89FA040660","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","TRACY",77,"","CA",201501,"New",1,1,95304,1,NA
"158608","CarSale",37.58,-121.41,95304,"5J6RM4H57FL034991","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","TRACY",77,"","CA",201503,"New",1,1,95304,1,NA
"159092","CarSale",37.58,-121.41,95304,"JM1BL1TG5D1771326","MAZD","MAZDA3 SV","4D",2013,"AUTONATION HONDA ROSEVILLE","TRACY",77,"","CA",201507,"Used",2,1,95304,1,NA
"159409","CarSale",37.58,-121.41,95304,"5YFBURHE6FP179032","TOYT","COROLLA","4D",2015,"ELK GROVE HONDA","TRACY",77,"","CA",201510,"Used",2,1,95304,1,NA
"163591","CarSale",37.59,-120.85,95326,"1HGCR2F33FA101098","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","HUGHSON",99,"R","CA",201503,"New",1,1,95326,1,NA
"164166","CarSale",37.59,-120.85,95326,"2HKRM3H78DH514041","HOND","CR-V EX-L","UT",2013,"AUTONATION HONDA ROSEVILLE","HUGHSON",99,"","CA",201511,"Used",2,1,95326,1,NA
"165236","CarSale",37.6,-122.49,94044,"2C3CCAAG7DH588264","CHRY","300","4D",2013,"AUTONATION HONDA ROSEVILLE","PACIFICA",81,"P","CA",201505,"Used",2,0,94044,1,NA
"165252","CarSale",37.6,-122.49,94044,"5FNRL5H6XDB003984","HOND","ODYSSEY EXL","VN",2013,"AUTONATION HONDA ROSEVILLE","PACIFICA",81,"P","CA",201508,"Used",2,0,94044,1,NA
